NUMBER_SENSORS,NUMBER_DETECTIONS,TOTAL_TIME,CARS_PER_SECOND_BY_SENSOR,CARS_PER_SECOND_TOTAL,FREQUENCY,TIME_DATA
32,1330,312.9766499977112,[1.375;1.313;1.281;1.375;1.125;1.281;1.25;1.281;1.094;1.281;1.375;1.063;1.188;1.219;1.281;1.281;1.375;1.438;1.25;1.531;1.5;1.531;1.406;1.438;1.5;1.094;1.563;1.375;1.313;1.219;0.969;1],1.2989062500000002,8,32
32,1404,285.26582400131224,[1.344;1.281;1.313;1.469;1.281;1.344;1.25;1.406;1.219;1.313;1.438;1.281;1.281;1.25;1.281;1.344;1.156;1.375;1.188;1.313;1.406;1.563;1.594;1.625;1.594;1.313;1.656;1.563;1.344;1.5;1.375;1.219],1.3712187500000002,8,32
32,1393,299.9500719985962,[1.25;1.25;1.5;1.375;1.344;1.313;1.344;1.313;1.25;1.219;1.313;1.375;1.375;1.313;1.219;1.25;1.094;1.25;1.313;1.281;1.313;1.281;1.438;1.438;1.438;1.344;1.781;1.688;1.438;1.531;1.5;1.406],1.36053125,8,32
32,1377,315.33416399765014,[1.219;1.25;1.344;1.188;1.313;1.281;1.25;1.25;1.375;1.406;1.344;1.5;1.344;1.25;1.219;1.375;1.188;1.219;1.25;1.219;1.188;1.25;1.313;1.406;1.313;1.406;1.594;1.656;1.406;1.656;1.625;1.438],1.34484375,8,32
32,1319,651.7815819969177,[1.188;1.25;1.375;1.281;1.313;1.156;1.125;1.094;1.313;1.25;1.25;1.5;1.438;1.344;1.219;1.313;1.094;1.219;1.281;1.219;1.188;1.094;1.094;1.219;1.188;1.406;1.313;1.563;1.406;1.594;1.5;1.438],1.2882812500000003,8,32
32,1263,292.49130699920653,[1.25;1.25;1.406;1.219;1.313;1.344;1.125;1.094;1.219;1.156;1.063;1.281;1.281;1.281;1.313;1.313;1.25;1.219;1.25;1.281;1.125;1.063;1.063;1.156;1.125;1.219;1.125;1.281;1.344;1.438;1.219;1.406],1.2334999999999998,8,32
32,1249,578.8300379981995,[1.25;1.219;1.188;1.281;1.344;1.344;1.125;1.219;1.375;1.313;1.219;1.25;1.25;1.094;1.188;1.188;1.219;1.188;1.281;1.406;1.188;1.219;1.156;1.188;1.25;1.219;0.969;0.969;1.219;1.313;1.125;1.281],1.21990625,8,32
32,1232,536.1202840003967,[1.219;1.25;1.281;1.406;1.25;1.313;1.156;1.281;1.219;1.25;1.25;1.344;1.313;1.375;1.281;1.125;1.156;1.031;1.219;1.344;1.156;1.156;1.219;1.219;1.25;1.031;0.938;1.063;1.219;1.094;0.938;1.156],1.2031875000000003,8,32
32,1303,323.65917300033567,[1.219;1.344;1.281;1.313;1.406;1.438;1.375;1.281;1.344;1.281;1.219;1.469;1.375;1.344;1.313;1.313;1.344;1.281;1.344;1.281;1.219;1.188;1.406;1.375;1.25;1.031;1.156;1.031;1.219;1.125;0.938;1.219],1.2725625,8,32
16,309,140.1221669998169,[0.594;0.563;0.719;0.594;0.594;0.656;0.625;0.563;0.563;0.656;0.594;0.563;0.563;0.594;0.625;0.594],0.6037499999999999,8,32
16,205,153.0676069984436,[0.438;0.375;0.719;0.375;0.344;0.406;0.406;0.344;0.313;0.625;0.344;0.438;0.313;0.313;0.313;0.344],0.400625,8,32
16,227,143.7770419998169,[0.531;0.375;0.563;0.5;0.469;0.625;0.656;0.5;0.281;0.438;0.406;0.531;0.313;0.344;0.281;0.281],0.44337499999999985,8,32
16,368,141.1411369972229,[0.844;0.656;0.844;0.719;0.813;0.969;1.031;0.813;0.625;0.719;0.563;0.719;0.656;0.531;0.5;0.5],0.718875,8,32
16,529,154.80124499893188,[1.188;1;1.094;1;1;1.313;1.375;1.313;0.969;1.094;0.938;1;0.969;0.844;0.781;0.656],1.033375,8,32
16,627,151.4306730003357,[1.406;1.344;1.156;1.094;1.031;1.5;1.469;1.469;1.313;1.438;1.219;1.281;1.219;0.938;0.906;0.813],1.2247499999999998,8,32
16,651,149.06548400115966,[1.406;1.25;1.219;1.125;1.063;1.313;1.25;1.406;1.25;1.563;1.406;1.469;1.531;1.063;1.125;0.906],1.2715625,8,32
16,684,164.93870199966432,[1.344;1.313;1.156;1.188;1.125;1.438;1.25;1.313;1.125;1.531;1.625;1.625;1.531;1.344;1.375;1.094],1.3360625000000002,8,32
16,649,161.89858200073243,[1.25;1.25;1.125;1.125;1.125;1.344;1.25;1.094;1.094;1.344;1.313;1.469;1.406;1.438;1.313;1.344],1.26775,8,32
16,670,139.75227600097656,[1.219;1.344;1.125;1.313;1.25;1.406;1.375;1.125;1.031;1.125;1.344;1.406;1.406;1.563;1.469;1.438],1.3086875,8,32
16,653,160.65750499725343,[1.313;1.375;1.063;1.25;1.25;1.438;1.375;1.063;1.188;1.125;1.063;1.156;1.281;1.531;1.438;1.5],1.2755625000000002,8,32
16,637,143.92588999938965,[1.313;1.5;1.188;1.156;1.125;1.344;1.406;1.219;1.188;1.188;0.969;1;1.094;1.344;1.375;1.5],1.2443125,8,32
16,629,160.66094400024414,[1.281;1.469;1.313;1.313;1.25;1.25;1.219;1.188;1.313;1.156;1.125;1;1.031;1.156;1.313;1.281],1.2286249999999999,8,32
16,616,167.89511199951173,[1.344;1.344;1.313;1.156;1.344;1.25;1.188;1;1.219;1.188;1.25;1.156;1.031;1.156;1.125;1.188],1.20325,8,32
16,613,172.4814340019226,[1.188;1.406;1.344;1.219;1.344;1.313;1.281;1.313;1.156;0.969;1.219;1.25;1.031;1.156;1.031;0.938],1.1973749999999999,8,32
16,625,155.46546599960328,[1.219;1.219;1.438;1.25;1.344;1.094;1.281;1.344;1.281;1.188;1.313;1.219;1.094;1.25;1.063;0.938],1.2209375,8,32
