RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,HOOK_DATA_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.2250033395999997,0.116235101,30,90,30,40,1658776096838,1658776006838,3,3.2,2,0,0,36164,715704446,1658776144684,15,4
1,2.2243473818,0.114520756,30,90,30,40,1658776126838,1658776036838,3,3.2,2,0,0,36194,721583097,1658776174694,16,4
1,2.2240876195999997,0.113833006,30,90,30,40,1658776156838,1658776066838,3,3.2,2,0,0,36224,731143940,1658776204706,17,4
1,2.2228931198,0.11591485900000001,30,90,30,40,1658776186838,1658776096838,3,3.2,2,0,0,36254,740357384,1658776234712,18,4
1,2.2255911387999996,0.114737823,30,90,30,40,1658776216838,1658776126838,3,3.2,2,0,0,36284,742260448,1658776264723,19,4
1,2.2271782512,0.112298103,30,90,30,40,1658776246838,1658776156838,3,3.2,2,0,0,36314,752620429,1658776294729,20,4
1,2.2276555628,0.114325739,30,90,30,40,1658776276838,1658776186838,3,3.2,2,0,0,36344,752901639,1658776324728,21,4
1,2.2333635754,0.13752971,30,90,30,40,1658776306838,1658776216838,3,3.2,2,0,0,36374,758692151,1658776354762,22,4
1,2.2330142671999997,0.11698527,30,90,30,40,1658776336838,1658776246838,3,3.2,2,0,0,36404,757467159,1658776384727,23,4
1,2.2323079193999997,0.11548860500000001,30,90,30,40,1658776366838,1658776276838,3,3.2,2,0,0,36434,765619710,1658776414743,24,4
1,2.2334412804,0.116553012,30,90,30,40,1658776396838,1658776306838,3,3.2,2,0,0,36464,773412286,1658776444755,25,4
1,2.2333107161999997,0.11731168700000001,30,90,30,40,1658776426838,1658776336838,3,3.2,2,0,0,36494,781383805,1658776474755,26,4
1,2.2283860952,0.115507914,30,90,30,40,1658776456838,1658776366838,3,3.2,2,0,0,36524,789125010,1658776504768,27,4
1,2.2292055148,0.11685765000000001,30,90,30,40,1658776486838,1658776396838,3,3.2,2,0,0,36554,799389890,1658776534773,28,4
1,2.2297274955999997,0.116659696,30,90,30,40,1658776516838,1658776426838,3,3.2,2,0,0,36584,805128864,1658776564785,29,4
1,2.2257902165999996,0.114691132,30,90,30,40,1658776546838,1658776456838,3,3.2,2,0,0,36614,811509738,1658776594773,30,4
1,2.2258437635999995,0.116712671,30,90,30,40,1658776576838,1658776486838,3,3.2,2,0,0,36644,819883795,1658776624794,31,4
1,2.2233280408,0.116885348,30,90,30,40,1658776606838,1658776516838,3,3.2,2,0,0,36674,834007535,1658776654801,32,4
1,2.2207761232000003,0.11108295800000001,30,90,30,40,1658776636838,1658776546838,3,3.2,2,0,0,36704,834255745,1658776684795,33,4
1,2.2193639752,0.11632669500000001,30,90,30,40,1658776666838,1658776576838,3,3.2,2,0,0,36734,843901266,1658776714817,34,4
1,2.2207630315999998,0.11648083599999999,30,90,30,40,1658776696838,1658776606838,3,3.2,2,0,0,36764,859021329,1658776744828,35,4
1,2.2225059988,0.11683275600000001,30,90,30,40,1658776726838,1658776636838,3,3.2,2,0,0,36794,862431988,1658776774845,36,4
1,2.2234001159999996,0.11588167199999999,30,90,30,40,1658776756838,1658776666838,3,3.2,2,0,0,36824,871219352,1658776804842,37,4
1,2.2238999699999997,0.11586748,30,90,30,40,1658776786838,1658776696838,3,3.2,2,0,0,36854,878626369,1658776834842,38,4
1,2.2226642581999996,0.116538462,30,90,30,40,1658776816838,1658776726838,3,3.2,2,0,0,36884,888410539,1658776864855,39,4
1,2.2231258542,0.11681962300000001,30,90,30,40,1658776846838,1658776756838,3,3.2,2,0,0,36914,896342152,1658776894868,40,4
1,2.2207078329999996,0.113017771,30,90,30,40,1658776876838,1658776786838,3,3.2,2,0,0,36944,904978132,1658776924876,41,4
1,2.2200106492,0.113676619,30,90,30,40,1658776906838,1658776816838,3,3.2,2,0,0,36974,912199834,1658776954880,42,4
1,2.2216712072,0.11538713099999999,30,90,30,40,1658776936838,1658776846838,3,3.2,2,0,0,37004,915476412,1658776984887,43,4
1,2.2234920891999996,0.11526499300000001,30,90,30,40,1658776966838,1658776876838,3,3.2,2,0,0,37034,924471985,1658777014900,44,4
1,2.225817965,0.118444389,30,90,30,40,1658776996838,1658776906838,3,3.2,2,0,0,37064,933658511,1658777044917,45,4
1,2.2263233197999996,0.11435092000000001,30,90,30,40,1658777026838,1658776936838,3,3.2,2,0,0,37094,941535131,1658777074915,46,4
1,2.227526782,0.114811576,30,90,30,40,1658777056838,1658776966838,3,3.2,2,0,0,37124,951965175,1658777104925,47,4
1,2.2261831548,0.112479834,30,90,30,40,1658777086838,1658776996838,3,3.2,2,0,0,37154,959403502,1658777134925,48,4
1,2.2252543518,0.114748935,30,90,30,40,1658777116838,1658777026838,3,3.2,2,0,0,37184,974017363,1658777164945,49,4
1,2.2240248152,0.116407977,30,90,30,40,1658777146838,1658777056838,3,3.2,2,0,0,37214,961564879,1658777194938,50,4
1,2.2247856364,0.115131767,30,90,30,40,1658777176838,1658777086838,3,3.2,2,0,0,37244,971218223,1658777224948,51,4
1,2.2251202973999997,0.116639412,30,90,30,40,1658777206838,1658777116838,3,3.2,2,0,0,37274,984172223,1658777254959,52,4
1,2.2255178223999996,0.11377690900000001,30,90,30,40,1658777236838,1658777146838,3,3.2,2,0,0,37304,981931178,1658777284949,53,4
1,2.2253424621999995,0.117132265,30,90,30,40,1658777266838,1658777176838,3,3.2,2,0,0,37334,985142370,1658777314955,54,4
1,2.2237951197999997,0.11575774900000001,30,90,30,40,1658777296838,1658777206838,3,3.2,2,0,0,37364,990189673,1658777344959,55,4
1,2.2225884232000004,0.11942588700000001,30,90,30,40,1658777326838,1658777236838,3,3.2,2,0,0,37395,1268351,1658777374972,56,4
1,2.2229665732,0.11660919800000001,30,90,30,40,1658777356838,1658777266838,3,3.2,2,0,0,37425,3808362,1658777404981,57,4
1,2.2253805490000005,0.117810969,30,90,30,40,1658777386838,1658777296838,3,3.2,2,0,0,37455,12834282,1658777434992,58,4
