TIMESTAMP,ESC1_Time,ESC2_Time,ESC3_Time,ESC1_Time_A,ESC2_Time_A,ESC3_Time_A,ESC1_Window,ESC2_Window,ESC3_Window
1659012098049,,2.223756138,,,0.119047094,,,90,,
1659012128049,,2.2310770619999998,,,0.11982379,,,90,,
1659012158049,,2.2316541969999997,,,0.113801815,,,90,,
1659012188049,,1.2566819390000001,,,0.119693758,,,90,,
1659012218049,,2.222190725,,,0.118466803,,,90,,
1659012248049,,2.222989047,,,0.118519305,,,90,,
1659012278049,,2.223977067,,,0.1166464,,,90,,
1659012308049,,2.2283299029999997,,,0.11705753199999999,,,90,,
1659012338049,,2.2245065690000003,,,0.112051193,,,90,,
1659012368049,,2.222322889,,,0.120468113,,,90,,
1659012398049,,2.2176940629999997,,,0.114934459,,,90,,
1659012428049,,2.220078899,,,0.11825161799999999,,,90,,
1659012458049,,2.214811161,,,0.116197047,,,90,,
1659012488049,,2.234559927,,,0.123431886,,,90,,
1659012518049,,2.225918532,,,0.117652592,,,90,,
1659012548049,,2.222783695,,,0.114965972,,,90,,
1659012578049,,2.221977638,,,0.113883927,,,90,,
1659012608049,,2.226709917,,,0.117082131,,,90,,
1659012638049,,2.230305726,,,0.117457395,,,90,,
1659012668049,,2.2215142460000004,,,0.11895777099999999,,,90,,
1659012698049,,2.2254793260000003,,,0.115292124,,,90,,
1659012728049,,2.225842992,,,0.11873734600000001,,,90,,
1659012758049,,2.23122532,,,0.116706036,,,90,,
1659012788049,,2.224508621,,,0.116594887,,,90,,
1659012818049,,2.222844859,,,0.11629536400000001,,,90,,
1659012848049,,2.231309997,,,0.116358272,,,90,,
1659012878049,,2.223996513,,,0.111788835,,,90,,
1659012908049,,2.222520956,,,0.1170642,,,90,,
1659012938049,,2.2205961050000003,,,0.115379443,,,90,,
1659012968049,,2.224778314,,,0.120388497,,,90,,
1659012998049,,2.227487071,,,0.11422611499999999,,,90,,
1659013028049,,2.2223298490000003,,,0.119411109,,,90,,
1659013058049,,2.2188854769999997,,,0.113566635,,,90,,
1659013088049,,2.223719571,,,0.11779553300000001,,,90,,
1659013118049,,2.223679487,,,0.11554798599999999,,,90,,
1659013148049,,2.223475956,,,0.116077172,,,90,,
1659013178049,,2.2229200110000003,,,0.11743522299999999,,,90,,
1659013208049,,2.225546124,,,0.118227932,,,90,,
1659013238049,,2.226764095,,,0.11733937,,,90,,
1659013268049,,2.220644177,,,0.11532784700000001,,,90,,
1659013298049,,2.212275847,,,0.11517611800000001,,,90,,
1659013328049,,2.220200607,,,0.11780725099999999,,,90,,
1659013358049,,2.213526087,,,0.11398558800000001,,,90,,
1659013388049,,2.221554985,,,0.114866887,,,90,,
1659013418049,,2.218897805,,,0.119697873,,,90,,
1659013448049,,2.224037286,,,0.11536874899999999,,,90,,
1659013478049,,2.23012064,,,0.11564875000000001,,,90,,
1659013508049,,2.227004771,,,0.116514966,,,90,,
1659013538049,,2.228642646,,,0.115919366,,,90,,
1659013568049,,2.2348693760000002,,,0.119415204,,,90,,
1659013598049,,2.220039501,,,0.11823232,,,90,,
1659013628049,,2.227713101,,,0.1176327,,,90,,
1659013658049,,2.227679984,,,0.118803358,,,90,,
1659013688049,,2.229690462,,,0.118489535,,,90,,
1659012242638,,,2.101592806,,,0.033754817,,,90,
1659012272638,,,2.152195773,,,0.062099444,,,90,
1659012302638,,,2.189036158,,,0.090198529,,,90,
1659012332638,,,2.231363468,,,0.12321053000000001,,,90,
1659012362638,,,2.225282258,,,0.118823161,,,90,
1659012392638,,,2.222539466,,,0.118833768,,,90,
1659012422638,,,2.23365717,,,0.127216499,,,90,
1659012452638,,,2.224592756,,,0.115012806,,,90,
1659012482638,,,2.230659658,,,0.11532869800000001,,,90,
1659012512638,,,2.221599739,,,0.114288707,,,90,
1659012542638,,,2.220321904,,,0.114531856,,,90,
1659012572638,,,2.224084212,,,0.11431887,,,90,
1659012602638,,,2.216318886,,,0.112249414,,,90,
1659012632638,,,2.219742882,,,0.112564084,,,90,
1659012662638,,,2.217270703,,,0.115599282,,,90,
1659012692638,,,2.208330794,,,0.114436628,,,90,
1659012722638,,,2.2168609630000002,,,0.11334667799999999,,,90,
1659012752638,,,2.223203698,,,0.11770715699999999,,,90,
1659012782638,,,2.220281328,,,0.11311323400000001,,,90,
1659012812638,,,2.216820942,,,0.114543986,,,90,
1659012842638,,,2.2157088399999996,,,0.113381288,,,90,
1659012872638,,,2.213188476,,,0.1158346,,,90,
1659012902638,,,2.219630516,,,0.11556427999999999,,,90,
1659012932638,,,2.221680804,,,0.11097718999999999,,,90,
1659012962638,,,2.224413128,,,0.112951116,,,90,
1659012992638,,,2.2182987290000002,,,0.112950386,,,90,
1659013022638,,,2.22144619,,,0.114112172,,,90,
1659013052638,,,2.214259986,,,0.114640221,,,90,
1659013082638,,,2.2142660540000003,,,0.114633971,,,90,
1659013112638,,,2.2197950559999997,,,0.117230132,,,90,
1659013142638,,,2.2217350750000002,,,0.115902825,,,90,
1659013172638,,,2.216617325,,,0.112458259,,,90,
1659013202638,,,2.2234462539999997,,,0.121677678,,,90,
1659013232638,,,2.210418079,,,0.11142159,,,90,
1659013262638,,,2.220425244,,,0.113502187,,,90,
1659013292638,,,2.218998906,,,0.113229795,,,90,
1659013322638,,,2.230739563,,,0.117168379,,,90,
1659013352638,,,2.232357191,,,0.11656873799999999,,,90,
1659013382638,,,2.227151429,,,0.121427782,,,90,
