RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,HOOK_DATA_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.1337826164,0.11503761900000001,30,90,30,40,1658784280830,1658784190830,3,3.2,2,0,0,44348,722364802,1658784328695,24,4
1,2.227986629,0.11758263,30,90,30,40,1658784310830,1658784220830,3,3.2,2,0,0,44378,719857111,1658784358694,25,4
1,2.2261972759999997,0.116801613,30,90,30,40,1658784340830,1658784250830,3,3.2,2,0,0,44408,722592450,1658784388697,26,4
1,2.2251675108,0.119009197,30,90,30,40,1658784370830,1658784280830,3,3.2,2,0,0,44438,723728768,1658784418697,27,4
1,2.2257223207999997,0.11513312399999999,30,90,30,40,1658784400830,1658784310830,3,3.2,2,0,0,44468,725629264,1658784448699,28,4
1,2.2264913637999997,0.116033387,30,90,30,40,1658784430830,1658784340830,3,3.2,2,0,0,44498,725923431,1658784478702,29,4
1,2.2275215669999997,0.117390789,30,90,30,40,1658784460830,1658784370830,3,3.2,2,0,0,44528,729061948,1658784508709,30,4
1,2.2265839921999997,0.11730144199999999,30,90,30,40,1658784490830,1658784400830,3,3.2,2,0,0,44558,731730322,1658784538702,31,4
1,2.2271729806,0.117662194,30,90,30,40,1658784520830,1658784430830,3,3.2,2,0,0,44588,732545090,1658784568709,32,4
1,2.22699754,0.11628783699999999,30,90,30,40,1658784550830,1658784460830,3,3.2,2,0,0,44618,731885720,1658784598704,33,4
1,2.2273141462000003,0.114307951,30,90,30,40,1658784580830,1658784490830,3,3.2,2,0,0,44648,737803146,1658784628716,34,4
1,2.2255595246,0.12036114499999999,30,90,30,40,1658784610830,1658784520830,3,3.2,2,0,0,44678,737610596,1658784658709,35,4
1,2.2265683631999997,0.115760439,30,90,30,40,1658784640830,1658784550830,3,3.2,2,0,0,44708,746072174,1658784688721,36,4
1,2.2264009796,0.120453528,30,90,30,40,1658784670830,1658784580830,3,3.2,2,0,0,44738,743341577,1658784718719,37,4
1,2.2255726983999997,0.117341286,30,90,30,40,1658784700830,1658784610830,3,3.2,2,0,0,44768,750829925,1658784748719,38,4
1,2.2268755124000004,0.119340989,30,90,30,40,1658784730830,1658784640830,3,3.2,2,0,0,44798,747860223,1658784778732,39,4
1,2.2282033238000003,0.118800791,30,90,30,40,1658784760830,1658784670830,3,3.2,2,0,0,44828,753803414,1658784808731,40,4
1,2.2296777116,0.120796812,30,90,30,40,1658784790830,1658784700830,3,3.2,2,0,0,44858,755664399,1658784838738,41,4
1,2.2291444134000002,0.113845482,30,90,30,40,1658784820830,1658784730830,3,3.2,2,0,0,44888,758095651,1658784868731,42,4
1,2.2299225908,0.118018034,30,90,30,40,1658784850830,1658784760830,3,3.2,2,0,0,44918,756980509,1658784898729,43,4
1,2.2288564384000003,0.116696147,30,90,30,40,1658784880830,1658784790830,3,3.2,2,0,0,44948,757609864,1658784928737,44,4
1,2.2277591426,0.115143601,30,90,30,40,1658784910830,1658784820830,3,3.2,2,0,0,44978,764565743,1658784958737,45,4
1,2.2264995194,0.11646635100000001,30,90,30,40,1658784940830,1658784850830,3,3.2,2,0,0,45008,767557201,1658784988744,46,4
1,2.2274319888,0.117212018,30,90,30,40,1658784970830,1658784880830,3,3.2,2,0,0,45038,763932994,1658785018741,47,4
1,2.2266537676,0.117997432,30,90,30,40,1658785000830,1658784910830,3,3.2,2,0,0,45068,762907281,1658785048731,48,4
1,2.2249613938,0.115251052,30,90,30,40,1658785030830,1658784940830,3,3.2,2,0,0,45098,774353230,1658785078745,49,4
1,2.2264140813999997,0.117977385,30,90,30,40,1658785060830,1658784970830,3,3.2,2,0,0,45128,777324399,1658785108757,50,4
1,2.2275782294,0.1165463,30,90,30,40,1658785090830,1658785000830,3,3.2,2,0,0,45158,775001518,1658785138757,51,4
1,2.2264340138,0.11745450099999999,30,90,30,40,1658785120830,1658785030830,3,3.2,2,0,0,45188,777651451,1658785168749,52,4
1,2.2263055181999998,0.116360719,30,90,30,40,1658785150830,1658785060830,3,3.2,2,0,0,45218,780810411,1658785198749,53,4
1,2.2268304962,0.11742298,30,90,30,40,1658785180830,1658785090830,3,3.2,2,0,0,45248,780280737,1658785228754,54,4
1,2.2246565294,0.114532796,30,90,30,40,1658785210830,1658785120830,3,3.2,2,0,0,45278,782799411,1658785258751,55,4
1,2.2217275652,0.11701041100000001,30,90,30,40,1658785240830,1658785150830,3,3.2,2,0,0,45308,793171207,1658785288760,56,4
1,2.2223101004,0.114979952,30,90,30,40,1658785270830,1658785180830,3,3.2,2,0,0,45338,792903218,1658785318767,57,4
1,2.223854064,0.12030007999999999,30,90,30,40,1658785300830,1658785210830,3,3.2,2,0,0,45368,795412803,1658785348771,58,4
1,2.2243349628,0.11701790599999999,30,90,30,40,1658785330830,1658785240830,3,3.2,2,0,0,45398,796283577,1658785378772,59,4
1,2.2267638896,0.11703243399999999,30,90,30,40,1658785360830,1658785270830,3,3.2,2,0,0,45428,791477249,1658785408772,60,4
1,2.2281287718,0.117200045,30,90,30,40,1658785390830,1658785300830,3,3.2,1,0,0,45458,797269644,1658785438771,61,4
1,2.2271864432,0.115655097,30,90,30,40,1658785420830,1658785330830,3,3.2,1,0,0,45488,805199180,1658785468775,62,4
1,2.2280946299999997,0.11731206799999999,30,90,30,40,1658785450830,1658785360830,3,3.2,1,0,0,45518,807786083,1658785498788,63,4
1,2.2279994451999996,0.117932754,30,90,30,40,1658785480830,1658785390830,3,3.2,1,0,0,45548,814379005,1658785528790,64,4
1,2.2254804027999997,0.116229799,30,90,30,40,1658785510830,1658785420830,3,3.2,1,0,0,45578,813642257,1658785558782,65,4
1,2.2280369353999996,0.120658079,30,90,30,40,1658785540830,1658785450830,3,3.2,1,0,0,45608,820167460,1658785588807,66,4
1,2.2303901828,0.118496869,30,90,30,40,1658785570830,1658785480830,3,3.2,1,0,0,45638,825100582,1658785618807,67,4
1,2.2302746931999997,0.115905195,30,90,30,40,1658785600830,1658785510830,3,3.2,1,0,0,45668,827075137,1658785648807,68,4
1,2.2314752863999994,0.119650413,30,90,30,40,1658785630830,1658785540830,3,3.2,1,0,0,45698,835086692,1658785678816,69,4
1,2.2330338324,0.11907635999999999,30,90,30,40,1658785660830,1658785570830,3,3.2,1,0,0,45728,834303377,1658785708810,70,4
1,2.2322621112,0.117864755,30,90,30,40,1658785690830,1658785600830,3,3.2,1,0,0,45758,837501896,1658785738821,71,4
1,2.2320339434,0.118241974,30,90,30,40,1658785720830,1658785630830,3,3.2,1,0,0,45788,837026283,1658785768817,72,4
1,2.2314355833999997,0.1187214,30,90,30,40,1658785750830,1658785660830,3,3.2,1,0,0,45818,847627594,1658785798824,73,4
1,2.2292157371999997,0.11894304700000001,30,90,30,40,1658785780830,1658785690830,3,3.2,1,0,0,45848,848219158,1658785828818,74,4
1,2.2295198013999995,0.117157774,30,90,30,40,1658785810830,1658785720830,3,3.2,1,0,0,45878,852109585,1658785858829,75,4
1,2.2279617822,0.11490210000000001,30,90,30,40,1658785840830,1658785750830,3,3.2,1,0,0,45908,852883596,1658785888828,76,4
1,2.2266573824,0.11590562900000001,30,90,30,40,1658785870830,1658785780830,3,3.2,1,0,0,45938,858851478,1658785918833,77,4
1,2.2261822754000002,0.11869652,30,90,30,40,1658785900830,1658785810830,3,3.2,1,0,0,45968,866020539,1658785948840,78,4
1,2.2276483892,0.114945915,30,90,30,40,1658785930830,1658785840830,3,3.2,1,0,0,45998,866529129,1658785978844,79,4
1,2.2281798442,0.116582278,30,90,30,40,1658785960830,1658785870830,3,3.2,1,0,0,46028,871651315,1658786008852,80,4
