RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,HOOK_DATA_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.2290643878,0.122576802,30,90,30,40,1658772505994,1658772415994,3,3.2,2,0,0,32573,861455123,1658772553844,21,4
1,2.2300504146,0.120858255,30,90,30,40,1658772535994,1658772445994,3,3.2,2,0,0,32603,864372172,1658772583847,22,4
1,2.2317524706,0.121508266,30,90,30,40,1658772565994,1658772475994,3,3.2,2,0,0,32633,866244037,1658772613849,23,4
1,2.2327693373999997,0.12279922600000001,30,90,30,40,1658772595994,1658772505994,3,3.2,2,0,0,32663,869371193,1658772643849,24,4
1,2.2353619514000003,0.125102191,30,90,30,40,1658772625994,1658772535994,3,3.2,2,0,0,32693,871673724,1658772673860,25,4
1,2.2329650694,0.118515073,30,90,30,40,1658772655994,1658772565994,3,3.2,2,0,0,32723,871771399,1658772703843,26,4
1,2.2300799909999998,0.117939547,30,90,30,40,1658772685994,1658772595994,3,3.2,2,0,0,32753,875230396,1658772733844,27,4
1,2.2269374911999997,0.118496562,30,90,30,40,1658772715994,1658772625994,3,3.2,2,0,0,32783,877663919,1658772763844,28,4
1,2.226622903,0.117200841,30,90,30,40,1658772745994,1658772655994,3,3.2,2,0,0,32813,881199667,1658772793860,29,4
1,2.2233057148,0.118938188,30,90,30,40,1658772775994,1658772685994,3,3.2,2,0,0,32843,880333564,1658772823852,30,4
1,2.2263273814,0.12139585700000001,30,90,30,40,1658772805994,1658772715994,3,3.2,1,0,0,32873,886514791,1658772853873,31,4
1,2.2296460538000002,0.120668977,30,90,30,40,1658772835994,1658772745994,3,3.2,1,0,0,32903,893415608,1658772883878,32,4
1,2.2330089366,0.117620932,30,90,30,40,1658772865994,1658772775994,3,3.2,1,0,0,32933,898457813,1658772913882,33,4
1,2.2331976871999997,0.123707632,30,90,30,40,1658772895994,1658772805994,3,3.2,1,0,0,32963,899630170,1658772943879,34,4
1,2.2328629714,0.118626496,30,90,30,40,1658772925994,1658772835994,3,3.2,1,0,0,32993,906447747,1658772973877,35,4
1,2.2329658794,0.12081869399999999,30,90,30,40,1658772955994,1658772865994,3,3.2,1,0,0,33023,911329341,1658773003898,36,4
1,2.2313822246,0.11794507900000001,30,90,30,40,1658772985994,1658772895994,3,3.2,1,0,0,33053,915505230,1658773033893,37,4
1,2.2287450028,0.118198533,30,90,30,40,1658773015994,1658772925994,3,3.2,1,0,0,33083,920042214,1658773063890,38,4
1,2.2262126828,0.11661453899999999,30,90,30,40,1658773045994,1658772955994,3,3.2,1,0,0,33113,924595341,1658773093891,39,4
1,2.2271126394,0.11903807899999999,30,90,30,40,1658773075994,1658772985994,3,3.2,1,0,0,33143,931204608,1658773123906,40,4
